Pagina,Nome,Versao,Ano,Quilometragem,Cidade,Preco,Preco_Limpo,KM_Limpo,Ano_Modelo
12,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2021,60.000 Km,São Paulo (SP),R$ 119.900,119900,60000,2021
12,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2024,32.000 Km,São Paulo (SP),R$ 193.900,193900,32000,2024
12,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2020,86.830 Km,Igarapava (SP),R$ 122.900,122900,86830,2020
12,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2021,55.000 Km,Guarulhos (SP),R$ 124.900,124900,55000,2021
12,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2020/2021,87.000 Km,São Paulo (SP),R$ 169.900,169900,87000,2021
12,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2025/2026,0 Km,Valinhos (SP),R$ 279.990,279990,0,2026
12,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2016/2017,137.993 Km,Bady Bassitt (SP),R$ 88.990,88990,137993,2017
12,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2016/2017,115.000 Km,Guaratinguetá (SP),R$ 82.900,82900,115000,2017
12,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2019,100.000 Km,Praia Grande (SP),R$ 110.990,110990,100000,2019
12,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2022/2023,69.888 Km,Sumaré (SP),R$ 147.900,147900,69888,2023
12,TOYOTA COROLLA,1.8 gli upper 16v flex 4p automático,2018/2019,129.000 Km,Araçatuba (SP),R$ 91.900,91900,129000,2019
12,TOYOTA COROLLA,1.8 xei 16v flex 4p automático,2009/2010,300 Km,São José dos Campos (SP),R$ 60.900,60900,300,2010
12,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2024/2024,24.000 Km,Mogi das Cruzes (SP),R$ 143.716,143716,24000,2024
12,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2020/2021,87.000 Km,São Paulo (SP),R$ 169.900,169900,87000,2021
12,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2016/2016,167.430 Km,Presidente Prudente (SP),R$ 79.990,79990,167430,2016
12,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2015/2016,180.092 Km,Presidente Prudente (SP),R$ 80.900,80900,180092,2016
12,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2018/2018,79.600 Km,São Bernardo do Campo (SP),R$ 93.990,93990,79600,2018
12,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2016/2017,150.000 Km,São José do Rio Preto (SP),R$ 87.900,87900,150000,2017
12,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2019,81.569 Km,São José do Rio Preto (SP),R$ 104.970,104970,81569,2019
12,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2017/2018,82.500 Km,Ferraz de Vasconcelos (SP),R$ 100.900,100900,82500,2018
12,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2015/2016,160.000 Km,São José do Rio Preto (SP),R$ 87.900,87900,160000,2016
12,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2015/2016,121.000 Km,Barueri (SP),R$ 76.900,76900,121000,2016
12,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2019,116.281 Km,São José do Rio Preto (SP),R$ 106.900,106900,116281,2019
12,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,28.900 Km,São Bernardo do Campo (SP),R$ 134.900,134900,28900,2022
12,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2019,90.207 Km,São Paulo (SP),R$ 99.990,99990,90207,2019
12,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,50.893 Km,Sorocaba (SP),R$ 126.990,126990,50893,2023
12,TOYOTA COROLLA,2.0 altis 16v flex 4p automático,2017/2018,145.000 Km,Piracicaba (SP),R$ 95.000,95000,145000,2018
12,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2019/2020,118.564 Km,Araçatuba (SP),R$ 112.700,112700,118564,2020
13,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2014/2015,100 Km,Bauru (SP),R$ 82.900,82900,100,2015
13,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2015/2016,148.000 Km,Jales (SP),R$ 86.000,86000,148000,2016
13,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2020/2021,97.806 Km,Itu (SP),R$ 135.900,135900,97806,2021
13,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2020/2021,88.860 Km,Leme (SP),R$ 137.990,137990,88860,2021
13,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2012/2012,145.000 Km,Araras (SP),R$ 61.890,61890,145000,2012
13,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2021,100 Km,Itapira (SP),R$ 126.990,126990,100,2021
13,TOYOTA COROLLA,1.8 xei 16v flex 4p automático,2008/2009,155.972 Km,Sumaré (SP),R$ 57.900,57900,155972,2009
13,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2025/2026,0 Km,São Paulo (SP),R$ 177.320,177320,0,2026
13,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2019,71.594 Km,Sorocaba (SP),R$ 106.990,106990,71594,2019
13,TOYOTA COROLLA,2.0 vvt-ie flex altis direct ...,2021/2022,78.487 Km,Osasco (SP),R$ 164.000,164000,78487,2022
13,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2019/2019,65.000 Km,São Paulo (SP),R$ 105.900,105900,65000,2019
13,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2017/2018,62.000 Km,São Paulo (SP),R$ 115.890,115890,62000,2018
13,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,70.452 Km,Marília (SP),R$ 128.900,128900,70452,2023
13,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2021/2022,78.000 Km,Cajamar (SP),R$ 134.900,134900,78000,2022
13,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2017/2018,79.580 Km,São Paulo (SP),R$ 108.990,108990,79580,2018
13,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2016/2017,188.123 Km,Guarulhos (SP),R$ 87.900,87900,188123,2017
13,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2021,72.657 Km,Itapira (SP),R$ 124.990,124990,72657,2021
13,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2017/2018,106.900 Km,São Paulo (SP),R$ 115.900,115900,106900,2018
13,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis cvt,2021/2022,79.000 Km,São Paulo (SP),R$ 134.900,134900,79000,2022
13,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2021/2022,78.000 Km,Cajamar (SP),R$ 134.900,134900,78000,2022
13,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,56.863 Km,Campinas (SP),R$ 136.690,136690,56863,2023
13,TOYOTA COROLLA,2.0 vvt-ie flex altis direct shift,2021/2022,78.487 Km,Osasco (SP),R$ 164.000,164000,78487,2022
13,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,47.000 Km,Campinas (SP),R$ 128.900,128900,47000,2023
13,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2021,135.610 Km,Campinas (SP),R$ 119.900,119900,135610,2021
13,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,54.000 Km,São Paulo (SP),R$ 159.900,159900,54000,2023
13,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2020/2021,97.806 Km,Itu (SP),R$ 135.900,135900,97806,2021
13,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2017/2017,160.163 Km,Taquaritinga (SP),R$ 95.000,95000,160163,2017
13,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2023/2024,36.748 Km,Araraquara (SP),R$ 174.800,174800,36748,2024
13,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2020/2021,88.860 Km,Leme (SP),R$ 137.990,137990,88860,2021
13,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2025/2025,12.400 Km,Porto Feliz (SP),R$ 162.900,162900,12400,2025
13,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2020/2020,78.853 Km,Santo André (SP),R$ 117.790,117790,78853,2020
13,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,70.218 Km,Porto Ferreira (SP),R$ 124.900,124900,70218,2022
13,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2023/2024,36.748 Km,Araraquara (SP),R$ 174.800,174800,36748,2024
13,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2018,55.796 Km,São José do Rio Preto (SP),R$ 105.900,105900,55796,2018
13,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,72.500 Km,São José dos Campos (SP),R$ 127.900,127900,72500,2022
13,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2015/2016,350.000 Km,Valinhos (SP),R$ 80.000,80000,350000,2016
13,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2021/2022,39.603 Km,São Bernardo do Campo (SP),R$ 119.889,119889,39603,2022
13,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2022/2023,117.900 Km,Bauru (SP),R$ 144.900,144900,117900,2023
13,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2019/2020,117.845 Km,São José do Rio Preto (SP),R$ 117.900,117900,117845,2020
13,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2021/2022,105.000 Km,Atibaia (SP),R$ 123.990,123990,105000,2022
13,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,53.540 Km,Guarulhos (SP),R$ 127.900,127900,53540,2023
13,TOYOTA COROLLA,2.0 vvt-ie flex altis direct ...,2022/2023,96.430 Km,São Paulo (SP),R$ 139.890,139890,96430,2023
13,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2021/2022,105.000 Km,Atibaia (SP),R$ 123.990,123990,105000,2022
13,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,121.461 Km,Campinas (SP),R$ 123.900,123900,121461,2023
13,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2023/2023,131.923 Km,Campinas (SP),R$ 136.900,136900,131923,2023
13,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2023/2023,131.923 Km,Campinas (SP),R$ 136.900,136900,131923,2023
13,TOYOTA COROLLA,2.0 vvt-ie flex altis direct shift,2022/2023,96.430 Km,São Paulo (SP),R$ 139.890,139890,96430,2023
13,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2022/2023,117.900 Km,Bauru (SP),R$ 144.900,144900,117900,2023
14,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2019,105.946 Km,Tupã (SP),R$ 108.800,108800,105946,2019
14,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2017/2018,99.398 Km,Franca (SP),R$ 104.900,104900,99398,2018
14,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2025/2026,0 Km,São Paulo (SP),R$ 205.900,205900,0,2026
14,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2023/2023,42.000 Km,Bauru (SP),R$ 122.000,122000,42000,2023
14,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2016/2017,72.000 Km,São Paulo (SP),R$ 95.890,95890,72000,2017
14,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2017/2018,106.185 Km,Botucatu (SP),R$ 105.900,105900,106185,2018
14,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2016/2017,104.580 Km,São Paulo (SP),R$ 93.790,93790,104580,2017
14,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,52.000 Km,Birigui (SP),R$ 134.900,134900,52000,2023
14,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2019/2019,124.704 Km,Campinas (SP),R$ 103.900,103900,124704,2019
14,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2013/2014,213.000 Km,Indaiatuba (SP),R$ 73.900,73900,213000,2014
14,TOYOTA COROLLA,1.8 gli upper 16v flex 4p aut...,2019/2019,132.548 Km,Campinas (SP),R$ 96.900,96900,132548,2019
14,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2022,64.926 Km,Campinas (SP),R$ 126.900,126900,64926,2022
14,TOYOTA COROLLA,2.0 altis 16v flex 4p automático,2018/2019,149.000 Km,Atibaia (SP),R$ 109.900,109900,149000,2019
14,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,75.991 Km,Campinas (SP),R$ 129.900,129900,75991,2023
14,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2021/2022,52.921 Km,Campinas (SP),R$ 174.900,174900,52921,2022
14,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2015/2016,148.000 Km,Votuporanga (SP),R$ 89.990,89990,148000,2016
14,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2017/2018,190.000 Km,Piracicaba (SP),R$ 105.990,105990,190000,2018
14,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,58.900 Km,São Paulo (SP),R$ 131.890,131890,58900,2022
14,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2022/2023,54.000 Km,Americana (SP),R$ 155.900,155900,54000,2023
14,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2021,61.000 Km,São Paulo (SP),R$ 124.890,124890,61000,2021
14,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2025/2026,26.743 Km,São Paulo (SP),R$ 179.990,179990,26743,2026
14,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,50.000 Km,São Carlos (SP),R$ 129.000,129000,50000,2023
14,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,121.000 Km,Araçatuba (SP),R$ 126.900,126900,121000,2022
14,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2022/2023,54.000 Km,Americana (SP),R$ 155.900,155900,54000,2023
14,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2025/2026,0 Km,São Paulo (SP),R$ 205.900,205900,0,2026
14,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,41.000 Km,Santo André (SP),R$ 137.780,137780,41000,2023
14,TOYOTA COROLLA,2.0 vvt-ie flex altis direct ...,2023/2023,52.500 Km,Santo André (SP),R$ 159.900,159900,52500,2023
14,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2019,120.000 Km,Santa Branca (SP),R$ 105.900,105900,120000,2019
14,TOYOTA COROLLA,1.8 gli upper 16v flex 4p automático,2019/2019,132.548 Km,Campinas (SP),R$ 96.900,96900,132548,2019
14,TOYOTA COROLLA,2.0 vvt-ie flex altis direct shift,2023/2023,52.500 Km,Santo André (SP),R$ 159.900,159900,52500,2023
14,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2014/2015,124.000 Km,Águas de Lindóia (SP),R$ 84.900,84900,124000,2015
14,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2021/2022,52.921 Km,Campinas (SP),R$ 174.900,174900,52921,2022
14,TOYOTA COROLLA,2.0 vvt-ie flex altis premium...,2025/2025,0 Km,São José do Rio Preto (SP),R$ 189.900,189900,0,2025
14,TOYOTA COROLLA,2.0 vvt-ie flex altis direct ...,2023/2023,61.000 Km,Lençóis Paulista (SP),R$ 148.890,148890,61000,2023
14,TOYOTA COROLLA,2.0 vvt-ie flex altis direct shift,2023/2023,61.000 Km,Lençóis Paulista (SP),R$ 148.890,148890,61000,2023
14,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,70.000 Km,São Caetano do Sul (SP),R$ 144.900,144900,70000,2022
14,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2019/2019,83.000 Km,São José do Rio Preto (SP),R$ 105.900,105900,83000,2019
14,TOYOTA COROLLA,2.0 vvt-ie flex altis direct ...,2022/2023,73.237 Km,São Bernardo do Campo (SP),R$ 189.880,189880,73237,2023
14,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,105.000 Km,São Bernardo do Campo (SP),R$ 125.990,125990,105000,2022
14,TOYOTA COROLLA,2.0 vvt-ie flex altis direct ...,2022/2023,58.600 Km,Sorocaba (SP),R$ 143.950,143950,58600,2023
14,TOYOTA COROLLA,2.0 vvt-ie flex altis direct shift,2022/2023,73.237 Km,São Bernardo do Campo (SP),R$ 189.880,189880,73237,2023
14,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2024/2024,89.773 Km,Campinas (SP),R$ 141.900,141900,89773,2024
14,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,96.710 Km,Rio Claro (SP),R$ 122.690,122690,96710,2023
14,TOYOTA COROLLA,2.0 vvt-ie flex altis direct shift,2022/2023,58.600 Km,Sorocaba (SP),R$ 143.950,143950,58600,2023
14,TOYOTA COROLLA,2.0 vvt-ie flex altis premium direct shift,2025/2025,0 Km,São José do Rio Preto (SP),R$ 189.900,189900,0,2025
15,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2017/2018,112.000 Km,Franca (SP),R$ 112.900,112900,112000,2018
15,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2019/2019,158.270 Km,Sorocaba (SP),R$ 87.990,87990,158270,2019
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2025/2026,2.100 Km,Itapeva (SP),R$ 179.900,179900,2100,2026
15,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2017/2017,163.000 Km,Botucatu (SP),R$ 82.900,82900,163000,2017
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,64.000 Km,Iacanga (SP),R$ 132.900,132900,64000,2023
15,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2017/2018,19.780 Km,São Paulo (SP),R$ 105.990,105990,19780,2018
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2021,70.000 Km,Vinhedo (SP),R$ 123.900,123900,70000,2021
15,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2015/2016,140.000 Km,Promissão (SP),R$ 86.900,86900,140000,2016
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2021,80.940 Km,Campinas (SP),R$ 122.900,122900,80940,2021
15,TOYOTA COROLLA,1.8 gli upper 16v flex 4p aut...,2018/2018,208.509 Km,Campinas (SP),R$ 87.900,87900,208509,2018
15,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2016/2017,140.000 Km,Indaiatuba (SP),R$ 93.900,93900,140000,2017
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2024/2024,48.713 Km,Barretos (SP),R$ 152.900,152900,48713,2024
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2022,68.908 Km,Campinas (SP),R$ 131.900,131900,68908,2022
15,TOYOTA COROLLA,2.0 altis 16v flex 4p automático,2015/2015,206.000 Km,Campinas (SP),R$ 82.900,82900,206000,2015
15,TOYOTA COROLLA,1.8 gli upper 16v flex 4p aut...,2019/2019,135.051 Km,Campinas (SP),R$ 93.900,93900,135051,2019
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,62.841 Km,Guarulhos (SP),R$ 146.900,146900,62841,2022
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,51.423 Km,São Paulo (SP),R$ 126.900,126900,51423,2022
15,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2022/2023,51.000 Km,São Paulo (SP),R$ 189.000,189000,51000,2023
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,54.257 Km,São Paulo (SP),R$ 136.990,136990,54257,2023
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2022,106.014 Km,Campinas (SP),R$ 125.900,125900,106014,2022
15,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2020/2021,44.000 Km,São Paulo (SP),R$ 143.900,143900,44000,2021
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2021,238.068 Km,Americana (SP),R$ 125.990,125990,238068,2021
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,68.761 Km,Santo André (SP),R$ 123.900,123900,68761,2022
15,TOYOTA COROLLA,1.8 gli upper 16v flex 4p automático,2018/2018,208.509 Km,Campinas (SP),R$ 87.900,87900,208509,2018
15,TOYOTA COROLLA,1.8 gli upper 16v flex 4p automático,2019/2019,135.051 Km,Campinas (SP),R$ 93.900,93900,135051,2019
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,97.118 Km,Fernandópolis (SP),R$ 129.900,129900,97118,2022
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,50.494 Km,Ribeirão Preto (SP),R$ 129.990,129990,50494,2023
15,TOYOTA COROLLA,2.0 altis 16v flex 4p automático,2014/2015,194 Km,São Caetano do Sul (SP),R$ 82.600,82600,194,2015
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,78.319 Km,Mogi das Cruzes (SP),R$ 135.900,135900,78319,2023
15,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2022/2023,51.000 Km,São Paulo (SP),R$ 189.000,189000,51000,2023
15,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2020/2021,44.000 Km,São Paulo (SP),R$ 143.900,143900,44000,2021
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,50.865 Km,Poá (SP),R$ 127.900,127900,50865,2023
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,63.200 Km,Presidente Epitácio (SP),R$ 129.900,129900,63200,2022
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,78.000 Km,São José do Rio Preto (SP),R$ 124.900,124900,78000,2022
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2025/2025,16.200 Km,São José do Rio Preto (SP),R$ 164.900,164900,16200,2025
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2024,48.500 Km,São José do Rio Preto (SP),R$ 147.500,147500,48500,2024
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2024/2025,51.891 Km,Barueri (SP),R$ 154.990,154990,51891,2025
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,102.779 Km,Campinas (SP),R$ 126.900,126900,102779,2023
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,77.335 Km,São Paulo (SP),R$ 124.790,124790,77335,2023
15,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2024/2024,60.336 Km,São Paulo (SP),R$ 124.600,124600,60336,2024
15,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2024/2024,104.000 Km,Lençóis Paulista (SP),R$ 134.890,134890,104000,2024
15,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2020/2021,107.839 Km,São Bernardo do Campo (SP),R$ 109.800,109800,107839,2021
16,TOYOTA COROLLA,1.8 gli upper 16v flex 4p aut...,2018/2019,80.200 Km,Osasco (SP),R$ 96.900,96900,80200,2019
16,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2024/2024,37.809 Km,Osasco (SP),R$ 130.400,130400,37809,2024
16,TOYOTA COROLLA,1.8 xli 16v flex 4p automático,2009/2010,166.000 Km,Sorocaba (SP),R$ 58.890,58890,166000,2010
16,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,64.992 Km,Suzano (SP),R$ 128.900,128900,64992,2023
16,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,94.000 Km,Birigui (SP),R$ 130.000,130000,94000,2023
16,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2015/2016,109.000 Km,São Paulo (SP),R$ 84.900,84900,109000,2016
16,TOYOTA COROLLA,2.0 altis 16v flex 4p automático,2018/2019,197.800 Km,Tarumã (SP),R$ 110.000,110000,197800,2019
16,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2014/2015,129.000 Km,São Paulo (SP),R$ 82.900,82900,129000,2015
16,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2019/2019,153.960 Km,Sorocaba (SP),R$ 104.990,104990,153960,2019
16,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,26.854 Km,Limeira (SP),R$ 142.390,142390,26854,2023
16,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2025/2025,15.700 Km,Limeira (SP),R$ 164.990,164990,15700,2025
16,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,75.000 Km,Vinhedo (SP),R$ 127.900,127900,75000,2022
16,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,80.200 Km,Atibaia (SP),R$ 131.890,131890,80200,2023
16,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,78.000 Km,Paulínia (SP),R$ 132.990,132990,78000,2023
16,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,92.070 Km,Sorocaba (SP),R$ 129.290,129290,92070,2023
16,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2021/2022,87.536 Km,São Paulo (SP),R$ 139.900,139900,87536,2022
16,TOYOTA COROLLA,1.8 gli upper 16v flex 4p automático,2018/2019,80.200 Km,Osasco (SP),R$ 96.900,96900,80200,2019
16,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2024/2024,39.538 Km,Guarulhos (SP),R$ 148.300,148300,39538,2024
16,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2019/2020,80.000 Km,São Paulo (SP),R$ 125.990,125990,80000,2020
16,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,51.950 Km,São Paulo (SP),R$ 131.900,131900,51950,2023
16,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,88.000 Km,São Paulo (SP),R$ 129.000,129000,88000,2023
16,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2024/2024,31.710 Km,Piracicaba (SP),R$ 169.990,169990,31710,2024
16,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2021/2022,93.319 Km,Cosmópolis (SP),R$ 145.000,145000,93319,2022
16,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2024/2024,33.000 Km,Votuporanga (SP),R$ 162.999,162999,33000,2024
16,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis cvt,2020/2021,120.000 Km,Nova Odessa (SP),R$ 129.000,129000,120000,2021
16,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2021,61.060 Km,Santo André (SP),R$ 126.990,126990,61060,2021
16,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2024/2024,33.000 Km,Votuporanga (SP),R$ 162.999,162999,33000,2024
16,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,55.133 Km,Mogi das Cruzes (SP),R$ 137.690,137690,55133,2023
16,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2021/2022,87.536 Km,São Paulo (SP),R$ 139.900,139900,87536,2022
